"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-22_13-27-39-000.f.de0","50.98896282302586,6.865069370041563,50.99471841744613,6.883692149846455","50.98896282302586,6.865069370041563","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",0,"SLOW_TRAFFIC","54.400001525878906",2025-05-22,"Beginn: 22.05.25 um 13:27 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 13:27 A1: Euskirchen -> Köln, zwischen 1.6 km hinter AS Köln-Bocklemünd und 0.6 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 54 km/h",50.9889628230259,6.86506937004156
"A1","undefined--vi-avl.2025-05-22_13-21-03-000.f_005.de0","51.022813269467726,6.940225083020419,51.022813269467726,6.940225083020419","51.022813269467726,6.940225083020419","WARNING","A1 | Köln-Nord - Köln-Nord"," Köln -> Euskirchen",NA,"STATIONARY_TRAFFIC","25",2025-05-22,"Beginn: 22.05.25 um 13:45 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 13:45 A1: Köln -> Euskirchen, 4.5 km vor AK Köln-Nord, aus Richtung Köln-Niehl  Im Stillstand Durchschnittsgeschwindigkeit: 25 km/h",51.0228132694677,6.94022508302042
"A1","undefined--vi-avl.2025-05-22_13-12-28-000.f_004.de0","51.004786766034684,6.906919462160697,51.03744273585875,6.987579962706043","51.004786766034684,6.906919462160697","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",5,"SLOW_TRAFFIC","41.29999923706055",2025-05-22,"Beginn: 22.05.25 um 13:12 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 13:12 A1: Euskirchen -> Dortmund, zwischen 1.4 km hinter AK Köln-Nord und 1.5 km vor AK Leverkusen  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 41 km/h",51.0047867660347,6.9069194621607
"A1","undefined--vi-avl.2025-05-22_08-12-36-000.f_025.de0","51.02285851037753,6.940313732304122,51.00107540093625,6.900535999996291","51.02285851037753,6.940313732304122","WARNING","A1 | Köln-Niehl - Köln-Nord"," Dortmund -> Euskirchen",5,"STATIONARY_TRAFFIC","29",2025-05-22,"Beginn: 22.05.25 um 08:12 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 08:12 A1: Dortmund -> Euskirchen, zwischen 0.2 km hinter AS Köln-Niehl und 0.8 km vor AK Köln-Nord  Im Stillstand Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 29 km/h",51.0228585103775,6.94031373230412
"A1","undefined--vi-zus.2025-05-22_10-50-55-000.f_005.de0","51.2716358296793,7.254173929583937,51.30223850133296,7.262863008942741","51.2716358296793,7.254173929583937","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",1,"SLOW_TRAFFIC","63.29999923706055",2025-05-22,"Beginn: 22.05.25 um 10:50 Uhr  Zusammengesetzte Verkehrsinformation, seit 22.05.2025, 10:50 A1: Köln -> Dortmund, zwischen 0.8 km hinter Kucksiepen und 1.5 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 63 km/h",51.2716358296793,7.25417392958394
"A1","undefined--vi-unf.2025-05-22_12-13-42-000.f_002.de0","50.776213223978836,6.815825922535557,50.79982950537852,6.7986178935840575","50.776213223978836,6.815825922535557","WARNING","A1 | Bliesheim - Erftstadt"," Koblenz -> Mönchengladbach",NA,NA,NA,2025-05-22,"Beginn: 22.05.25 um 12:13 Uhr  Unfall, seit 22.05.2025, 12:13 A61: Koblenz -> Mönchengladbach, zwischen 0.7 km hinter AK Bliesheim und 0.5 km vor AS Erftstadt",50.7762132239788,6.81582592253556
"A1","undefined--vi-avl.2025-05-22_12-56-48-000.f_003.de0","51.48222627271864,7.6178939026350685,51.5461245021035,7.663415367276064","51.48222627271864,7.6178939026350685","WARNING","A1 | Lichtendorf - Kamen-Zentrum"," Köln -> Münster",4,"SLOW_TRAFFIC","50.099998474121094",2025-05-22,"Beginn: 22.05.25 um 12:56 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 12:56 A1: Köln -> Münster, zwischen 2.2 km hinter Lichtendorf und 3.3 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 50 km/h",51.4822262727186,7.61789390263507
"A1","undefined--vi-avl.2025-05-22_13-44-22-000.f_002.de0","51.827890363586135,7.602133994936975,51.83570943674445,7.59196214292187","51.827890363586135,7.602133994936975","WARNING","A1 | Hohe Heide - Davert"," Dortmund -> Münster",0,"SLOW_TRAFFIC","42.599998474121094",2025-05-22,"Beginn: 22.05.25 um 13:44 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 13:44 A1: Dortmund -> Münster, zwischen 2.1 km hinter Hohe Heide und 0.6 km vor Davert  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 42 km/h",51.8278903635861,7.60213399493697
"A1","undefined--vi-hind.2025-05-22_13-38-55-000.f_005.de0","52.31712691846193,7.956180841832803,52.30290740092831,7.943971299999532","52.31712691846193,7.956180841832803","WARNING","A1 | Hasetal - Lotte/Osnabrück"," Bremen -> Münster",NA,NA,NA,2025-05-22,"Beginn: 22.05.25 um 13:38 Uhr  Hindernis, seit 22.05.2025, 13:38 A1: Bremen -> Münster, zwischen 0.3 km hinter Hasetal und 4.1 km vor AK Lotte/Osnabrück  Gefahr durch Gegenstände auf der Fahrbahn",52.3171269184619,7.9561808418328
"A1","undefined--vi-avl.2025-05-22_07-30-01-000.f_012.de0","53.01344654780674,8.754121258163762,53.031998737770834,8.865862565211978","53.01344654780674,8.754121258163762","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",4,"SLOW_TRAFFIC","59.79999923706055",2025-05-22,"Beginn: 22.05.25 um 07:30 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 07:30 A1: Osnabrück -> Bremen, zwischen 3.6 km hinter AD Stuhr und 1.6 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 59 km/h",53.0134465478067,8.75412125816376
