"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-06-03_15-31-36-000.f_018.de0","50.91755775939826,6.843353732442842,50.89696608098959,6.83198708783903","50.91755775939826,6.843353732442842","WARNING","A1 | Frechen - Gleuel"," Köln -> Euskirchen",2,"QUEUING_TRAFFIC","43.20000076293945","2025-06-03T15:31:36+02:00","Beginn: 03.06.25 um 15:31 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 15:31 A1: Köln -> Euskirchen, zwischen AS Frechen und 1.5 km vor AS Gleuel  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 43 km/h",50.9175577593983,6.84335373244284
"A1","undefined--vi-avl.2025-06-03_14-18-41-000.f.de0","50.957786502024305,6.850704629728457,50.99471841744613,6.883692149846455","50.957786502024305,6.850704629728457","WARNING","A1 | Köln-Lövenich - Köln-Nord"," Euskirchen -> Köln",5,"QUEUING_TRAFFIC","39","2025-06-03T14:18:41+02:00","Beginn: 03.06.25 um 14:18 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 14:18 A1: Euskirchen -> Köln, zwischen 2.2 km hinter AS Köln-Lövenich und 0.6 km vor AK Köln-Nord  Stockender Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 39 km/h",50.9577865020243,6.85070462972846
"A1","undefined--vi-avl.2025-06-03_12-12-42-000.f_007.de0","51.0077012745216,6.911116097091012,51.03744998479465,6.987280740686146","51.0077012745216,6.911116097091012","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",11,"QUEUING_TRAFFIC","24.200000762939453","2025-06-03T12:12:42+02:00","Beginn: 03.06.25 um 12:12 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 12:12 A1: Euskirchen -> Dortmund, zwischen 1.9 km hinter AK Köln-Nord und 1.5 km vor AK Leverkusen  Stockender Verkehr Reisezeitverlust: 11 Minuten Durchschnittsgeschwindigkeit: 24 km/h",51.0077012745216,6.91111609709101
"A1","undefined--vi-avl.2025-06-03_14-34-53-000.f_005.de0","50.99566540900024,6.886143587791808,50.957012523046764,6.8503804680883675","50.99566540900024,6.886143587791808","WARNING","A1 | Köln-Nord - Köln-Lövenich"," Köln -> Euskirchen",4,"SLOW_TRAFFIC","45.5","2025-06-03T14:34:53+02:00","Beginn: 03.06.25 um 14:34 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 14:34 A1: Köln -> Euskirchen, zwischen 0.4 km hinter AK Köln-Nord und 2.1 km vor AS Köln-Lövenich  Langsamer Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 45 km/h",50.9956654090002,6.88614358779181
"A1","undefined--vi-avl.2025-06-03_14-27-03-000.f_003.de0","51.0077012745216,6.911116097091012,51.0077012745216,6.911116097091012","51.0077012745216,6.911116097091012","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"QUEUING_TRAFFIC","13","2025-06-03T15:51:45+02:00","Beginn: 03.06.25 um 15:51 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 15:51 A1: Köln -> Dortmund, 2.9 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Stockender Verkehr Durchschnittsgeschwindigkeit: 13 km/h",51.0077012745216,6.91111609709101
"A1","undefined--vi-hind.2025-06-03_15-50-59-000.f_001.de0","51.15642915034615,7.225463549037991,51.157607809253825,7.227365314768768","51.15642915034615,7.225463549037991","WARNING","A1 | Wermelskirchen - Remscheid"," Köln -> Dortmund",NA,NA,NA,"2025-06-03T15:50:59+02:00","Beginn: 03.06.25 um 15:50 Uhr  Fahrzeug-Hindernis, seit 03.06.2025, 15:50 A1: Köln -> Dortmund, zwischen 3.3 km hinter AS Wermelskirchen und 0.1 km vor Remscheid Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",51.1564291503461,7.22546354903799
"A1","undefined--vi-avl.2025-06-03_15-46-42-000.f_001.de0","51.221276025176394,7.2454330563134715,51.22878594844014,7.23264781601109","51.221276025176394,7.2454330563134715","WARNING","A1 | Remscheid-Lennep - Ehrenberg"," Köln -> Dortmund",1,"SLOW_TRAFFIC","43.29999923706055","2025-06-03T15:46:42+02:00","Beginn: 03.06.25 um 15:46 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 15:46 A1: Köln -> Dortmund, zwischen 2.3 km hinter AS Remscheid-Lennep und 4.7 km vor Ehrenberg  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 43 km/h",51.2212760251764,7.24543305631347
"A1","undefined--vi-zus.2025-06-03_14-07-50-000.f_005.de0","51.28198172657884,7.258625231535592,51.30127340988311,7.262692900977566","51.28198172657884,7.258625231535592","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",1,"SLOW_TRAFFIC","51","2025-06-03T14:07:50+02:00","Beginn: 03.06.25 um 14:07 Uhr  Zusammengesetzte Verkehrsinformation, seit 03.06.2025, 14:07 A1: Köln -> Dortmund, zwischen 2.1 km hinter Kucksiepen und 1.6 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 51 km/h",51.2819817265788,7.25862523153559
"A1","undefined--vi-avl.2025-06-03_15-40-55-000.f_001.de0","51.433263142895406,7.532668717263157,51.45163510420972,7.543220483259563","51.433263142895406,7.532668717263157","WARNING","A1 | Westhofener Kreuz - Schwerte"," Köln -> Dortmund",1,"SLOW_TRAFFIC","47.599998474121094","2025-06-03T15:40:55+02:00","Beginn: 03.06.25 um 15:40 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 15:40 A1: Köln -> Dortmund, zwischen 0.1 km hinter AK Westhofener Kreuz und 1.3 km vor AS Schwerte  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 47 km/h",51.4332631428954,7.53266871726316
"A1","undefined--vi-avl.2025-06-03_14-42-10-000.f_007.de0","51.501228075953875,7.644267154666815,51.51832313319731,7.656421878894722","51.501228075953875,7.644267154666815","WARNING","A1 | Lichtendorf - Dortmund/Unna"," Köln -> Münster",2,"SLOW_TRAFFIC","36.79999923706055","2025-06-03T14:42:10+02:00","Beginn: 03.06.25 um 14:42 Uhr  Angespannte Verkehrslage, seit 03.06.2025, 14:42 A1: Köln -> Münster, zwischen 5.0 km hinter Lichtendorf und 0.5 km vor AK Dortmund/Unna  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 36 km/h",51.5012280759539,7.64426715466681
