"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-22_12-08-17-000.f_003.de0","51.01772145420475,6.928116491149038,51.01772145420475,6.928116491149038","51.01772145420475,6.928116491149038","WARNING","A1 | Köln-Nord - Köln-Nord"," Köln -> Euskirchen",NA,"QUEUING_TRAFFIC","24",2025-05-22,"Beginn: 22.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 12:21 A1: Köln -> Euskirchen, 3.5 km vor AK Köln-Nord, aus Richtung Köln-Niehl  Stockender Verkehr Durchschnittsgeschwindigkeit: 24 km/h",51.0177214542047,6.92811649114904
"A1","undefined--vi-avl.2025-05-22_08-12-36-000.f_025.de0","51.01768399503561,6.928019154433894,51.000796889173756,6.90001362295676","51.01768399503561,6.928019154433894","WARNING","A1 | Köln-Niehl - Köln-Nord"," Dortmund -> Euskirchen",3,"QUEUING_TRAFFIC","30.899999618530273",2025-05-22,"Beginn: 22.05.25 um 08:12 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 08:12 A1: Dortmund -> Euskirchen, zwischen 1.3 km hinter AS Köln-Niehl und 0.8 km vor AK Köln-Nord  Stockender Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 30 km/h",51.0176839950356,6.92801915443389
"A1","undefined--vi-zus.2025-05-22_10-50-55-000.f_004.de0","51.26732935265222,7.250841724959337,51.2973079995915,7.261978265564661","51.26732935265222,7.250841724959337","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",1,"SLOW_TRAFFIC","63.099998474121094",2025-05-22,"Beginn: 22.05.25 um 10:50 Uhr  Zusammengesetzte Verkehrsinformation, seit 22.05.2025, 10:50 A1: Köln -> Dortmund, zwischen 0.2 km hinter Kucksiepen und 2.0 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 63 km/h",51.2673293526522,7.25084172495934
"A1","undefined--vi-avl.2025-05-22_10-51-29-000.f.de0","51.37542168575561,7.4234710528250725,51.365824194790314,7.401331031955321","51.37542168575561,7.4234710528250725","WARNING","A1 | Hagen-West - Volmarstein"," Dortmund -> Köln",2,"QUEUING_TRAFFIC","35.70000076293945",2025-05-22,"Beginn: 22.05.25 um 10:57 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 10:57 A1: Dortmund -> Köln, zwischen 1.6 km hinter AS Hagen-West und 1.3 km vor AS Volmarstein  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 35 km/h",51.3754216857556,7.42347105282507
"A1","undefined--vi-hind.2025-05-22_12-13-42-000.f.de0","50.776213223978836,6.815825922535557,50.79982950537852,6.7986178935840575","50.776213223978836,6.815825922535557","WARNING","A1 | Bliesheim - Erftstadt"," Koblenz -> Mönchengladbach",NA,NA,NA,2025-05-22,"Beginn: 22.05.25 um 12:13 Uhr  Hindernis, seit 22.05.2025, 12:13 A61: Koblenz -> Mönchengladbach, zwischen 0.7 km hinter AK Bliesheim und 0.5 km vor AS Erftstadt  Gefahr durch eine ungesicherte Unfallstelle",50.7762132239788,6.81582592253556
"A1","undefined--vi-avl.2025-05-22_11-19-36-000.f_002.de0","51.48893338145493,7.62777206661986,51.53861502937937,7.661907749782066","51.48893338145493,7.62777206661986","WARNING","A1 | Lichtendorf - Kamen-Zentrum"," Köln -> Münster",3,"SLOW_TRAFFIC","54.599998474121094",2025-05-22,"Beginn: 22.05.25 um 11:19 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 11:19 A1: Köln -> Münster, zwischen 3.2 km hinter Lichtendorf und 4.2 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 54 km/h",51.4889333814549,7.62777206661986
"A1","undefined--vi-hind.2025-05-22_12-20-28-000.f_001.de0","51.606066240816794,7.688612722671356,51.649589300932504,7.684258499999292","51.606066240816794,7.688612722671356","WARNING","A1 | Kamener Kreuz - Hamm/Bergkamen"," Dortmund -> Münster",NA,NA,NA,2025-05-22,"Beginn: 22.05.25 um 12:20 Uhr  Hindernis, seit 22.05.2025, 12:20 A1: Dortmund -> Münster, zwischen 0.6 km hinter AK Kamener Kreuz und 0.4 km vor AS Hamm/Bergkamen  Gefahr durch Gegenstände auf der Fahrbahn",51.6060662408168,7.68861272267136
"A1","undefined--vi-zus.2025-05-22_12-21-01-000.f_001.de0","51.62451593258388,7.68795756383353,51.62896438747499,7.686664036094536","51.62451593258388,7.68795756383353","WARNING","A1 | Haus Reck - Hamm/Bergkamen"," Dortmund -> Münster",0,"QUEUING_TRAFFIC","36.900001525878906",2025-05-22,"Beginn: 22.05.25 um 12:21 Uhr  Zusammengesetzte Verkehrsinformation, seit 22.05.2025, 12:21 A1: Dortmund -> Münster, zwischen 0.5 km hinter Haus Reck und 2.7 km vor AS Hamm/Bergkamen  Stockender Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 36 km/h  Gefahr durch Gegenstände auf der Fahrbahn",51.6245159325839,7.68795756383353
"A1","undefined--vi-avl.2025-05-22_12-21-01-000.f_002.de0","51.62451593258388,7.68795756383353,51.62451593258388,7.68795756383353","51.62451593258388,7.68795756383353","WARNING","A1 | Hamm/Bergkamen - Hamm/Bergkamen"," Dortmund -> Münster",NA,"QUEUING_TRAFFIC","27",2025-05-22,"Beginn: 22.05.25 um 12:21 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 12:21 A1: Dortmund -> Münster, 3.2 km vor AS Hamm/Bergkamen, aus Richtung Haus Reck  Stockender Verkehr Durchschnittsgeschwindigkeit: 27 km/h",51.6245159325839,7.68795756383353
"A1","undefined--vi-avl.2025-05-22_07-30-01-000.f_012.de0","53.011401261489205,8.740491602204036,53.03232730092311,8.866647899999942","53.011401261489205,8.740491602204036","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",3,"SLOW_TRAFFIC","65.0999984741211",2025-05-22,"Beginn: 22.05.25 um 07:30 Uhr  Angespannte Verkehrslage, seit 22.05.2025, 07:30 A1: Osnabrück -> Bremen, zwischen 2.6 km hinter AD Stuhr und 1.5 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 65 km/h",53.0114012614892,8.74049160220404
