"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-zus.2025-05-23_07-38-50-000.f.de0","50.647973600938094,6.722232699994527,50.674409600937956,6.736954799994689","50.647973600938094,6.722232699994527","WARNING","A1 | Grüner Winkel - Euskirchen"," Blankenheim -> Köln",NA,NA,NA,2025-05-23,"Beginn: 23.05.25 um 07:38 Uhr  Zusammengesetzte Verkehrsinformation, seit 23.05.2025, 07:38 A1: Blankenheim -> Köln, zwischen 4.6 km hinter Grüner Winkel und 0.5 km vor AS Euskirchen  Gefahr durch eine ungesicherte Unfallstelle  Gefahr durch ein defektes Fahrzeugs auf der Fahrbahn  A1 Euskirchen Richtung Köln
zwischen Wißkirchen und Euskirchen
Gefahr durch ungesicherte Unfallstelle, Richtungsfahrbahn blockiert",50.6479736009381,6.72223269999453
"A1","undefined--vi-hind.2025-05-23_07-25-40-000.f_002.de0","50.647973600938094,6.722232699994527,50.674409600937956,6.736954799994689","50.647973600938094,6.722232699994527","WARNING","A1 | Grüner Winkel - Euskirchen"," Blankenheim -> Köln",NA,NA,NA,2025-05-23,"Beginn: 23.05.25 um 07:25 Uhr  Hindernis, seit 23.05.2025, 07:25 A1: Blankenheim -> Köln, zwischen 4.6 km hinter Grüner Winkel und 0.5 km vor AS Euskirchen  Gefahr durch eine ungesicherte Unfallstelle",50.6479736009381,6.72223269999453
"A1","undefined--vi-hind.2025-05-23_07-37-39-000.f_004.de0","50.674409600937956,6.736954799994689,50.675589338489004,6.738696705030119","50.674409600937956,6.736954799994689","WARNING","A1 | Wißkirchen - Euskirchen"," Blankenheim -> Köln",NA,NA,NA,2025-05-23,"Beginn: 23.05.25 um 07:37 Uhr  Fahrzeug-Hindernis, seit 23.05.2025, 07:37 A1: Blankenheim -> Köln, zwischen 3.2 km hinter AS Wißkirchen und 0.3 km vor AS Euskirchen Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",50.674409600938,6.73695479999469
"A1","undefined--vi-avl.2025-05-23_07-27-49-000.f_001.de0","50.986300579133335,6.859214288548371,50.9937352945946,6.8804870475897255","50.986300579133335,6.859214288548371","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",0,"SLOW_TRAFFIC","61.099998474121094",2025-05-23,"Beginn: 23.05.25 um 07:27 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:27 A1: Euskirchen -> Köln, zwischen 1.1 km hinter AS Köln-Bocklemünd und 0.8 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 61 km/h",50.9863005791333,6.85921428854837
"A1","undefined--vi-avl.2025-05-23_06-53-30-000.f_001.de0","51.036717406661815,6.965787297508379,51.03755417204966,6.9851675846283765","51.036717406661815,6.965787297508379","WARNING","A1 | Leverkusen-West - Leverkusen"," Köln -> Dortmund",1,"SLOW_TRAFFIC","39.400001525878906",2025-05-23,"Beginn: 23.05.25 um 06:53 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 06:53 A1: Köln -> Dortmund, zwischen 0.1 km hinter AK Leverkusen-West und 1.7 km vor AK Leverkusen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 39 km/h",51.0367174066618,6.96578729750838
"A1","undefined--vi-avl.2025-05-23_07-46-45-000.f_007.de0","51.037734185713134,6.967626103713438,51.037734185713134,6.967626103713438","51.037734185713134,6.967626103713438","WARNING","A1 | Leverkusen - Leverkusen"," Köln -> Dortmund",NA,"SLOW_TRAFFIC","26",2025-05-23,"Beginn: 23.05.25 um 07:46 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:46 A1: Köln -> Dortmund, 2.9 km vor AK Leverkusen, aus Richtung Leverkusen-West  Langsamer Verkehr Durchschnittsgeschwindigkeit: 26 km/h",51.0377341857131,6.96762610371344
"A1","undefined--vi-hind.2025-05-23_07-19-31-000.f.de0","52.81088998365525,8.209954443496601,52.72839350092534,8.173273899999659","52.81088998365525,8.209954443496601","WARNING","A1 | Cloppenburg - Vechta"," Bremen -> Osnabrück",NA,NA,NA,2025-05-23,"Beginn: 23.05.25 um 07:19 Uhr  Hindernis, seit 23.05.2025, 07:19 A1: Bremen -> Osnabrück, zwischen 0.2 km hinter AS Cloppenburg und 0.3 km vor AS Vechta  Gefahr durch Gegenstände auf der Fahrbahn",52.8108899836553,8.2099544434966
"A1","undefined--vi-avl.2025-05-23_07-40-51-000.f_016.de0","53.02375193459619,8.839654336838683,53.0314840568094,8.864646386573524","53.02375193459619,8.839654336838683","WARNING","A1 | Krummhörens Kuhlen - Bremen-Hemelingen"," Osnabrück -> Bremen",0,"SLOW_TRAFFIC","64.69999694824219",2025-05-23,"Beginn: 23.05.25 um 07:40 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:40 A1: Osnabrück -> Bremen, zwischen 1.0 km hinter Krummhörens Kuhlen und 1.7 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 64 km/h",53.0237519345962,8.83965433683868
"A1","undefined--vi-avl.2025-05-23_05-51-00-000.f_006.de0","53.02775080092316,8.937672699999975,53.03094414167312,8.862990865216004","53.02775080092316,8.937672699999975","WARNING","A1 | Mahndorfer Marsch - Bremen-Arsten"," Bremen -> Osnabrück",4,"SLOW_TRAFFIC","42.599998474121094",2025-05-23,"Beginn: 23.05.25 um 05:51 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 05:51 A1: Bremen -> Osnabrück, zwischen 0.5 km hinter Mahndorfer Marsch und 0.3 km vor AS Bremen-Arsten  Langsamer Verkehr Reisezeitverlust: 4 Minuten Durchschnittsgeschwindigkeit: 42 km/h",53.0277508009232,8.93767269999998
"A1","undefined--vi-avl.2025-05-23_07-14-23-000.f_007.de0","53.50075830091946,10.039058300000507,53.50075830091946,10.039058300000507","53.50075830091946,10.039058300000507","WARNING","A1 | Hamburg-Norderelbe - Hamburg-Norderelbe"," Hamburg -> Lübeck",NA,"QUEUING_TRAFFIC","23",2025-05-23,"Beginn: 23.05.25 um 07:44 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:44 A1: Hamburg -> Lübeck, 0.7 km vor AK Hamburg-Norderelbe, aus Richtung Hamburg-Stillhorn  Stockender Verkehr Durchschnittsgeschwindigkeit: 23 km/h",53.5007583009195,10.0390583000005
"A2","undefined--vi-avl.2025-05-23_07-32-05-000.f_002.de0","51.5386298801034,6.843310174342619,51.53892607085557,6.868237822075495","51.5386298801034,6.843310174342619","WARNING","A2 | Oberhausen - Oberhausen-Königshardt"," Oberhausen -> Dortmund",0,"SLOW_TRAFFIC","52",2025-05-23,"Beginn: 23.05.25 um 07:32 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:32 A2: Oberhausen -> Dortmund, zwischen 0.6 km hinter AK Oberhausen und 0.1 km vor AS Oberhausen-Königshardt  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 52 km/h",51.5386298801034,6.84331017434262
"A2","undefined--vi-avl.2025-05-23_07-46-45-000.f_008.de0","51.5386298801034,6.843310174342619,51.5386298801034,6.843310174342619","51.5386298801034,6.843310174342619","WARNING","A2 | Oberhausen-Königshardt - Oberhausen-Königshardt"," Oberhausen -> Dortmund",NA,"SLOW_TRAFFIC","19",2025-05-23,"Beginn: 23.05.25 um 07:46 Uhr  Angespannte Verkehrslage, seit 23.05.2025, 07:46 A2: Oberhausen -> Dortmund, 1.8 km vor AS Oberhausen-Königshardt, aus Richtung Oberhausen  Langsamer Verkehr Durchschnittsgeschwindigkeit: 19 km/h",51.5386298801034,6.84331017434262
