"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-24_08-41-30-000.f.de0","50.82440451301505,6.78550362915859,50.85269977087939,6.804601196334652","50.82440451301505,6.78550362915859","WARNING","A1 | Erfttal - Ville"," Euskirchen -> Köln",11,"STATIONARY_TRAFFIC","16.299999237060547",2025-05-24,"Beginn: 24.05.25 um 08:41 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 08:41 A1: Euskirchen -> Köln, zwischen 0.9 km hinter AD Erfttal und 0.6 km vor Ville  Im Stillstand Reisezeitverlust: 11 Minuten Durchschnittsgeschwindigkeit: 16 km/h",50.824404513015,6.78550362915859
"A1","undefined--vi-avl.2025-05-24_08-48-30-000.f_001.de0","50.82439563531396,6.785501391921728,50.82439563531396,6.785501391921728","50.82439563531396,6.785501391921728","WARNING","A1 | Hürth - Hürth"," Euskirchen -> Köln",NA,"STATIONARY_TRAFFIC","10",2025-05-24,"Beginn: 24.05.25 um 13:16 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 13:16 A1: Euskirchen -> Köln, 3.0 km vor AS Hürth, aus Richtung Erfttal  Im Stillstand Durchschnittsgeschwindigkeit: 10 km/h",50.824395635314,6.78550139192173
"A1","undefined--vi-avl.2025-05-24_12-56-33-000.f.de0","50.98548740223797,6.85793585730012,50.99390349006152,6.881037776369124","50.98548740223797,6.85793585730012","WARNING","A1 | Köln-Bocklemünd - Köln-Nord"," Euskirchen -> Köln",0,"SLOW_TRAFFIC","61.29999923706055",2025-05-24,"Beginn: 24.05.25 um 12:56 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 12:56 A1: Euskirchen -> Köln, zwischen 1.0 km hinter AS Köln-Bocklemünd und 0.8 km vor AK Köln-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 61 km/h",50.985487402238,6.85793585730012
"A1","undefined--vi-avl.2025-05-24_10-26-00-000.f_004.de0","51.01587665458618,6.924357388674024,51.030035265076485,6.953737884449727","51.01587665458618,6.924357388674024","WARNING","A1 | Köln-Nord - Leverkusener Brücke"," Euskirchen -> Dortmund",1,"SLOW_TRAFFIC","41.79999923706055",2025-05-24,"Beginn: 24.05.25 um 10:26 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 10:26 A1: Euskirchen -> Dortmund, zwischen 3.2 km hinter AK Köln-Nord und 0.7 km vor Leverkusener Brücke  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 41 km/h",51.0158766545862,6.92435738867402
"A1","undefined--vi-avl.2025-05-24_10-26-00-000.f.de0","51.03184681708151,6.956944945114253,51.037536126189714,6.985393929402203","51.03184681708151,6.956944945114253","WARNING","A1 | Köln-Niehl - Leverkusen"," Köln -> Dortmund",2,"SLOW_TRAFFIC","31.299999237060547",2025-05-24,"Beginn: 24.05.25 um 10:26 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 10:26 A1: Köln -> Dortmund, zwischen 1.3 km hinter AS Köln-Niehl und 1.6 km vor AK Leverkusen  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 31 km/h",51.0318468170815,6.95694494511425
"A1","undefined--vi-avl.2025-05-24_07-20-00-000.f.de0","52.9141609156878,8.413105027192826,52.914890117218185,8.441526412435898","52.9141609156878,8.413105027192826","WARNING","A1 | Wildeshausen-West - Wildeshausen-Nord"," Osnabrück -> Bremen",1,"QUEUING_TRAFFIC","45.29999923706055",2025-05-24,"Beginn: 24.05.25 um 07:20 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 07:20 A1: Osnabrück -> Bremen, zwischen 5.6 km hinter AS Wildeshausen-West und 0.7 km vor AS Wildeshausen-Nord  Stockender Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 45 km/h",52.9141609156878,8.41310502719283
"A1","undefined--vi-avl.2025-05-24_13-05-08-000.f.de0","52.91555401126449,8.451132066702845,52.926476788733545,8.49118324086931","52.91555401126449,8.451132066702845","WARNING","A1 | Wildeshausen - Delmetal-Süd"," Osnabrück -> Bremen",1,"SLOW_TRAFFIC","54.79999923706055",2025-05-24,"Beginn: 24.05.25 um 13:05 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 13:05 A1: Osnabrück -> Bremen, zwischen 1.7 km hinter Wildeshausen und 3.9 km vor Delmetal-Süd  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 54 km/h",52.9155540112645,8.45113206670285
"A1","undefined--vi-avl.2025-05-24_12-50-10-000.f_003.de0","52.95338758422054,8.554311055006435,52.96443199851292,8.595733561924515","52.95338758422054,8.554311055006435","WARNING","A1 | Delmetal-Süd - Groß Ippener"," Osnabrück -> Bremen",3,"QUEUING_TRAFFIC","40.900001525878906",2025-05-24,"Beginn: 24.05.25 um 12:50 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 12:50 A1: Osnabrück -> Bremen, zwischen 1.4 km hinter Delmetal-Süd und 1.8 km vor AS Groß Ippener  Stockender Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 40 km/h",52.9533875842205,8.55431105500644
"A1","undefined--vi-avl.2025-05-24_12-50-10-000.f_001.de0","52.97809133166622,8.6274577372901,52.985146369369595,8.640562076107106","52.97809133166622,8.6274577372901","WARNING","A1 | Groß Ippener - Mackenstedter Heide"," Osnabrück -> Bremen",0,"SLOW_TRAFFIC","67.30000305175781",2025-05-24,"Beginn: 24.05.25 um 13:16 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 13:16 A1: Osnabrück -> Bremen, zwischen 0.8 km hinter AS Groß Ippener und 2.3 km vor Mackenstedter Heide  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 67 km/h",52.9780913316662,8.6274577372901
"A1","undefined--vi-avl.2025-05-24_12-18-43-000.f.de0","53.00686210879863,8.713750325732262,53.033472140330545,8.86934125725401","53.00686210879863,8.713750325732262","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",11,"QUEUING_TRAFFIC","39",2025-05-24,"Beginn: 24.05.25 um 12:18 Uhr  Angespannte Verkehrslage, seit 24.05.2025, 12:18 A1: Osnabrück -> Bremen, zwischen 0.8 km hinter AD Stuhr und 1.3 km vor AS Bremen-Hemelingen  Stockender Verkehr Reisezeitverlust: 11 Minuten Durchschnittsgeschwindigkeit: 39 km/h",53.0068621087986,8.71375032573226
