"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-zus.2025-05-26_21-00-00-000.f_007.de0","49.41409680094352,6.987714099996616,49.382236700943636,7.002394199996714","49.41409680094352,6.987714099996616","WARNING","A1 | Schellenbach - Saarbrücken"," Trier -> Saarbrücken",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 21:00 Uhr  Zusammengesetzte Verkehrsinformation, seit 26.05.2025, 21:00 A1: Trier -> Saarbrücken, zwischen 3.2 km hinter Schellenbach und 3.6 km vor AK Saarbrücken  A1 Trier Richtung Saarbrücken zwischen Eppelborn und Illingen Unfallaufnahme, Gefahr, Reinigungsarbeiten",49.4140968009435,6.98771409999662
"A1","undefined--vi-zus.2025-05-26_22-04-30-000.f_004.de0","51.06957716336216,7.087714128270331,51.07251873950991,7.105714614890899","51.06957716336216,7.087714128270331","WARNING","A1 | Leverkusen - Burscheid"," Köln -> Dortmund",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 22:04 Uhr  Zusammengesetzte Verkehrsinformation, seit 26.05.2025, 22:04 A1: Köln -> Dortmund, zwischen 6.5 km hinter AK Leverkusen und 2.3 km vor AS Burscheid  A1 Köln Richtung Dortmund zwischen Kreuz Leverkusen und Burscheid brennender PKW auf dem Standstreifen, Feuerwehreinsatz, Richtungsfahrbahn gesperrt",51.0695771633622,7.08771412827033
"A1","undefined--vi-zus.2025-05-26_23-10-00-000.f.de0","51.058594818985696,7.061828599337027,51.071042974522086,7.096691078488615","51.058594818985696,7.061828599337027","WARNING","A1 | Leverkusen - Burscheid"," Köln -> Dortmund",16,"STATIONARY_TRAFFIC","9.699999809265137",2025-05-26,"Beginn: 26.05.25 um 23:10 Uhr  Zusammengesetzte Verkehrsinformation, seit 26.05.2025, 23:10 A1: Köln -> Dortmund, zwischen 4.3 km hinter AK Leverkusen und 3.0 km vor AS Burscheid  Im Stillstand Reisezeitverlust: 16 Minuten Durchschnittsgeschwindigkeit: 9 km/h",51.0585948189857,7.06182859933703
"A1","undefined--vi-avl.2025-05-26_23-10-30-000.f_005.de0","51.058594818985696,7.061828599337027,51.058594818985696,7.061828599337027","51.058594818985696,7.061828599337027","WARNING","A1 | Burscheid - Burscheid"," Köln -> Dortmund",NA,"STATIONARY_TRAFFIC","6",2025-05-26,"Beginn: 26.05.25 um 23:21 Uhr  Angespannte Verkehrslage, seit 26.05.2025, 23:21 A1: Köln -> Dortmund, 5.8 km vor AS Burscheid, aus Richtung Leverkusen  Im Stillstand Durchschnittsgeschwindigkeit: 6 km/h",51.0585948189857,7.06182859933703
"A1","undefined--vi-hind.2025-05-26_23-19-00-000.f.de0","51.469577753687005,7.598068004377641,51.52615581619932,7.6591863592437095","51.469577753687005,7.598068004377641","WARNING","A1 | Lichtendorf - Unna"," Köln -> Münster",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 23:19 Uhr  Hindernis, seit 26.05.2025, 23:19 A1: Köln -> Münster, zwischen 0.2 km hinter Lichtendorf und AS Unna  Gefahr durch Gegenstände auf der Fahrbahn",51.469577753687,7.59806800437764
"A1","undefined--vi-avl.2025-05-26_23-19-00-000.f_002.de0","51.80859629224246,7.625119073386787,51.79596917826599,7.634780842129493","51.80859629224246,7.625119073386787","WARNING","A1 | Kurze Geist - Eichengrund"," Münster -> Dortmund",2,"QUEUING_TRAFFIC","34.20000076293945",2025-05-26,"Beginn: 26.05.25 um 23:19 Uhr  Angespannte Verkehrslage, seit 26.05.2025, 23:19 A1: Münster -> Dortmund, zwischen 0.5 km hinter Kurze Geist und 2.5 km vor Eichengrund  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 34 km/h",51.8085962922425,7.62511907338679
"A1","undefined--vi-unf.2025-05-26_13-29-39-000.f_005.de0","52.849086585479625,8.224784992961183,52.89710929286725,8.330884804320602","52.849086585479625,8.224784992961183","WARNING","A1 | Garterfeld - Wildeshausen-West"," Osnabrück -> Bremen",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 13:29 Uhr  Unfall, seit 26.05.2025, 13:29 A1: Osnabrück -> Bremen, zwischen 0.8 km hinter Garterfeld und 0.3 km vor AS Wildeshausen-West",52.8490865854796,8.22478499296118
"A1","undefined--vi-unf.2025-05-26_14-52-31-000.f_006.de0","52.846416900924496,8.223016099999688,52.89900110092411,8.33509679999974","52.846416900924496,8.223016099999688","WARNING","A1 | Garterfeld - Wildeshausen"," Osnabrück -> Bremen",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 14:52 Uhr  Unfall, seit 26.05.2025, 14:52 A1: Osnabrück -> Bremen, zwischen 0.5 km hinter Garterfeld und 6.4 km vor Wildeshausen",52.8464169009245,8.22301609999969
"A1","undefined--vi-hind.2025-05-26_22-59-30-000.f_004.de0","53.486828112737975,10.028181623223308,53.50264548221773,10.039342263788548","53.486828112737975,10.028181623223308","WARNING","A1 | Hamburg-Stillhorn - Hamburg-Norderelbe"," Bremen -> Lübeck",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 22:59 Uhr  Fahrzeug-Hindernis, seit 26.05.2025, 22:59 A1: Bremen -> Lübeck, zwischen 0.4 km hinter Hamburg-Stillhorn und 0.5 km vor AK Hamburg-Norderelbe Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",53.486828112738,10.0281816232233
"A1","undefined--vi-hind.2025-05-26_22-11-00-000.f_001.de0","53.50929678257153,10.057088901590378,53.50929678257153,10.057088901590378","53.50929678257153,10.057088901590378","WARNING","A1 | Hamburg-Norderelbe - Hamburg-Südost"," Hamburg -> Lübeck",NA,NA,NA,2025-05-26,"Beginn: 26.05.25 um 22:11 Uhr  Fahrzeug-Hindernis, seit 26.05.2025, 22:11 A1: Hamburg -> Lübeck, zwischen 1.2 km hinter AK Hamburg-Norderelbe und 1.2 km vor AD Hamburg-Südost",53.5092967825715,10.0570889015904
