"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-20_12-16-48-000.f_002.de0","51.01764601350238,6.9285089495553995,51.02507754978013,6.94482681710261","51.01764601350238,6.9285089495553995","WARNING","A1 | Köln-Nord - Leverkusener Brücke"," Euskirchen -> Dortmund",0,"SLOW_TRAFFIC","45.900001525878906",2025-05-20,"Beginn: 20.05.25 um 12:16 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 12:16 A1: Euskirchen -> Dortmund, zwischen 3.5 km hinter AK Köln-Nord und 1.5 km vor Leverkusener Brücke  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 45 km/h",51.0176460135024,6.9285089495554
"A1","undefined--vi-avl.2025-05-20_13-00-18-000.f_005.de0","51.01508922860983,6.922221363648388,51.01508922860983,6.922221363648388","51.01508922860983,6.922221363648388","WARNING","A1 | Köln-Nord - Köln-Nord"," Köln -> Euskirchen",NA,"STATIONARY_TRAFFIC","27",2025-05-20,"Beginn: 20.05.25 um 13:00 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 13:00 A1: Köln -> Euskirchen, 3.0 km vor AK Köln-Nord, aus Richtung Köln-Niehl  Im Stillstand Durchschnittsgeschwindigkeit: 27 km/h",51.0150892286098,6.92222136364839
"A1","undefined--vi-avl.2025-05-20_08-14-40-000.f_009.de0","51.01508922860983,6.922221363648388,51.00107540093625,6.900535999996291","51.01508922860983,6.922221363648388","WARNING","A1 | Köln-Niehl - Köln-Nord"," Dortmund -> Euskirchen",3,"STATIONARY_TRAFFIC","29.799999237060547",2025-05-20,"Beginn: 20.05.25 um 08:14 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 08:14 A1: Dortmund -> Euskirchen, zwischen 1.8 km hinter AS Köln-Niehl und 0.8 km vor AK Köln-Nord  Im Stillstand Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 29 km/h",51.0150892286098,6.92222136364839
"A1","undefined--vi-avl.2025-05-20_12-16-48-000.f.de0","51.03229991556019,6.957755978502921,51.037448604104135,6.987337735362134","51.03229991556019,6.957755978502921","WARNING","A1 | Köln-Niehl - Leverkusen"," Köln -> Dortmund",1,"SLOW_TRAFFIC","40.5",2025-05-20,"Beginn: 20.05.25 um 12:16 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 12:16 A1: Köln -> Dortmund, zwischen 1.4 km hinter AS Köln-Niehl und 1.5 km vor AK Leverkusen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 40 km/h",51.0322999155602,6.95775597850292
"A1","undefined--vi-avl.2025-05-20_12-59-09-000.f_008.de0","51.01769782816011,6.928642488031257,51.01769782816011,6.928642488031257","51.01769782816011,6.928642488031257","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"SLOW_TRAFFIC","24",2025-05-20,"Beginn: 20.05.25 um 13:00 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 13:00 A1: Köln -> Dortmund, 1.2 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Langsamer Verkehr Durchschnittsgeschwindigkeit: 24 km/h",51.0176978281601,6.92864248803126
"A1","undefined--vi-hind.2025-05-20_12-28-18-000.f_003.de0","51.08467950093578,7.1321552999977404,51.08467950093578,7.1321552999977404","51.08467950093578,7.1321552999977404","WARNING","A1 | Burscheid - Wermelskirchen"," Köln -> Dortmund",NA,NA,NA,2025-05-20,"Beginn: 20.05.25 um 12:28 Uhr  Fahrzeug-Hindernis, seit 20.05.2025, 12:28 A1: Köln -> Dortmund, zwischen 0.1 km hinter AS Burscheid und 7.6 km vor AS Wermelskirchen Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",51.0846795009358,7.13215529999774
"A1","undefined--vi-zus.2025-05-20_12-37-15-000.f_006.de0","51.285523316590414,7.257376485369348,51.29901398739412,7.26229034559914","51.285523316590414,7.257376485369348","WARNING","A1 | Wuppertal-Langerfeld - Wuppertal-Nord"," Köln -> Dortmund",0,"SLOW_TRAFFIC","66",2025-05-20,"Beginn: 20.05.25 um 12:37 Uhr  Zusammengesetzte Verkehrsinformation, seit 20.05.2025, 12:37 A1: Köln -> Dortmund, zwischen 0.2 km hinter AS Wuppertal-Langerfeld und 1.8 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 66 km/h",51.2855233165904,7.25737648536935
"A1","undefined--vi-avl.2025-05-20_12-29-56-000.f.de0","51.485169851706594,7.623788705479439,51.53370503700756,7.660837809585331","51.485169851706594,7.623788705479439","WARNING","A1 | Lichtendorf - Kamen-Zentrum"," Köln -> Münster",5,"SLOW_TRAFFIC","42.20000076293945",2025-05-20,"Beginn: 20.05.25 um 12:29 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 12:29 A1: Köln -> Münster, zwischen 2.7 km hinter Lichtendorf und 4.7 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 42 km/h",51.4851698517066,7.62378870547944
"A1","undefined--vi-avl.2025-05-20_07-35-42-000.f_069.de0","53.02349650092316,8.80737769999992,53.03185522634935,8.865519550483818","53.02349650092316,8.80737769999992","WARNING","A1 | Bremen/Brinkum - Bremen-Hemelingen"," Osnabrück -> Bremen",1,"SLOW_TRAFFIC","64.5999984741211",2025-05-20,"Beginn: 20.05.25 um 07:35 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 07:35 A1: Osnabrück -> Bremen, zwischen 0.3 km hinter AS Bremen/Brinkum und 1.6 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 64 km/h",53.0234965009232,8.80737769999992
"A1","undefined--vi-avl.2025-05-20_06-06-30-000.f_001.de0","53.05305444174538,9.042273940742739,53.031460453437994,8.864211532227444","53.05305444174538,9.042273940742739","WARNING","A1 | Tuchten - Bremen-Arsten"," Hamburg -> Osnabrück",11,"SLOW_TRAFFIC","44.29999923706055",2025-05-20,"Beginn: 20.05.25 um 06:06 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 06:06 A1: Hamburg -> Osnabrück, zwischen 5.9 km hinter Tuchten und 0.4 km vor AS Bremen-Arsten  Langsamer Verkehr Reisezeitverlust: 11 Minuten Durchschnittsgeschwindigkeit: 44 km/h",53.0530544417454,9.04227394074274
