"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-25_10-24-00-000.f_002.de0","50.82440451301505,6.78550362915859,50.85127070815324,6.80421886354102","50.82440451301505,6.78550362915859","WARNING","A1 | Erfttal - Ville"," Euskirchen -> Köln",10,"STATIONARY_TRAFFIC","16",2025-05-25,"Beginn: 25.05.25 um 10:24 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 10:24 A1: Euskirchen -> Köln, zwischen 0.9 km hinter AD Erfttal und 0.7 km vor Ville  Im Stillstand Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 16 km/h",50.824404513015,6.78550362915859
"A1","undefined--vi-avl.2025-05-25_10-32-30-000.f_006.de0","50.82439563531396,6.785501391921728,50.82439563531396,6.785501391921728","50.82439563531396,6.785501391921728","WARNING","A1 | Hürth - Hürth"," Euskirchen -> Köln",NA,"STATIONARY_TRAFFIC","16",2025-05-25,"Beginn: 25.05.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 17:01 A1: Euskirchen -> Köln, 3.0 km vor AS Hürth, aus Richtung Erfttal  Im Stillstand Durchschnittsgeschwindigkeit: 16 km/h",50.824395635314,6.78550139192173
"A1","undefined--vi-hind.2025-05-25_16-57-05-000.f_003.de0","51.045698605783144,7.0188910040006895,51.08467950093578,7.1321552999977404","51.045698605783144,7.0188910040006895","WARNING","A1 | Leverkusen - Wermelskirchen"," Köln -> Dortmund",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 16:57 Uhr  Hindernis, seit 25.05.2025, 16:57 A1: Köln -> Dortmund, zwischen 0.9 km hinter AK Leverkusen und 7.7 km vor AS Wermelskirchen  Gefahr durch eine ungesicherte Unfallstelle",51.0456986057831,7.01889100400069
"A1","undefined--vi-avl.2025-05-25_15-32-30-000.f_006.de0","51.55776239023177,7.664360149302468,51.55776239023177,7.664360149302468","51.55776239023177,7.664360149302468","WARNING","A1 | Unna - Unna"," Münster -> Dortmund",NA,"STATIONARY_TRAFFIC","18",2025-05-25,"Beginn: 25.05.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 17:01 A1: Münster -> Dortmund, 3.5 km vor AS Unna, aus Richtung Kamen-Zentrum  Im Stillstand Durchschnittsgeschwindigkeit: 18 km/h",51.5577623902318,7.66436014930247
"A1","undefined--vi-unf.2025-05-25_16-18-34-000.f_002.de0","52.50967930654147,8.092459426099254,52.39817886089971,8.036502870757507","52.50967930654147,8.092459426099254","WARNING","A1 | Dammer Berge - Bramsche"," Bremen -> Osnabrück",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 16:18 Uhr  Unfall, seit 25.05.2025, 16:18 A1: Bremen -> Osnabrück, zwischen 3.8 km hinter Dammer Berge und 0.4 km vor AS Bramsche",52.5096793065415,8.09245942609925
"A1","undefined--vi-hind.2025-05-25_16-39-30-000.f_002.de0","52.73211280765909,8.173877048004277,52.73211280765909,8.173877048004277","52.73211280765909,8.173877048004277","WARNING","A1 | Cappeln Hagelage-Ost - Vechta"," Bremen -> Osnabrück",NA,NA,NA,2025-05-25,"Beginn: 25.05.25 um 16:39 Uhr  Fahrzeug-Hindernis, seit 25.05.2025, 16:39 A1: Bremen -> Osnabrück, zwischen 5.8 km hinter Cappeln Hagelage-Ost und 0.6 km vor AS Vechta Gefahr durch ein defektes Fahrzeug auf der Fahrbahn",52.7321128076591,8.17387704800428
"A1","undefined--vi-avl.2025-05-25_11-08-30-000.f_002.de0","53.02949804907909,8.957140071886831,53.02949804907909,8.957140071886831","53.02949804907909,8.957140071886831","WARNING","A1 | Mahndorfer Marsch - Mahndorfer Marsch"," Bremen -> Osnabrück",NA,"STATIONARY_TRAFFIC","18",2025-05-25,"Beginn: 25.05.25 um 17:01 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 17:01 A1: Bremen -> Osnabrück, 0.9 km vor Mahndorfer Marsch, aus Richtung Uphusen/Bremen-Mahndorf  Im Stillstand Durchschnittsgeschwindigkeit: 18 km/h",53.0294980490791,8.95714007188683
"A1","undefined--vi-avl.2025-05-25_10-43-30-000.f_005.de0","53.02950657003951,8.957166331754305,53.031460453437994,8.864211532227444","53.02950657003951,8.957166331754305","WARNING","A1 | Uphusen/Bremen-Mahndorf - Bremen-Arsten"," Hamburg -> Osnabrück",19,"STATIONARY_TRAFFIC","17.799999237060547",2025-05-25,"Beginn: 25.05.25 um 10:43 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 10:43 A1: Hamburg -> Osnabrück, zwischen 0.4 km hinter AS Uphusen/Bremen-Mahndorf und 0.4 km vor AS Bremen-Arsten  Im Stillstand Reisezeitverlust: 19 Minuten Durchschnittsgeschwindigkeit: 17 km/h",53.0295065700395,8.9571663317543
"A1","undefined--vi-avl.2025-05-25_16-46-00-000.f_001.de0","53.9780954746006,10.732520848012514,53.96158360261924,10.740348801608095","53.9780954746006,10.732520848012514","WARNING","A1 | Pansdorf - Ratekau"," Fehmarn -> Lübeck",1,"SLOW_TRAFFIC","46.599998474121094",2025-05-25,"Beginn: 25.05.25 um 16:46 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 16:46 A1: Fehmarn -> Lübeck, zwischen 3.1 km hinter AS Pansdorf und 1.5 km vor AS Ratekau  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 46 km/h",53.9780954746006,10.7325208480125
"A2","undefined--vi-avl.2025-05-25_15-52-00-000.f.de0","51.5386298801034,6.843310174342619,51.5388432787645,6.861406419338099","51.5386298801034,6.843310174342619","WARNING","A2 | Oberhausen - Oberhausen-Königshardt"," Oberhausen -> Dortmund",1,"QUEUING_TRAFFIC","28",2025-05-25,"Beginn: 25.05.25 um 15:52 Uhr  Angespannte Verkehrslage, seit 25.05.2025, 15:52 A2: Oberhausen -> Dortmund, zwischen 0.6 km hinter AK Oberhausen und 0.6 km vor AS Oberhausen-Königshardt  Stockender Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 28 km/h",51.5386298801034,6.84331017434262
