"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-27_14-41-25-000.f_001.de0","50.97758820307737,6.850828526610737,50.95115447579233,6.84971864527074","50.97758820307737,6.850828526610737","WARNING","A1 | Köln-Bocklemünd - Köln-Lövenich"," Köln -> Euskirchen",1,"SLOW_TRAFFIC","61.79999923706055",2025-05-27,"Beginn: 27.05.25 um 14:41 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:41 A1: Köln -> Euskirchen, zwischen AS Köln-Bocklemünd und 1.5 km vor AS Köln-Lövenich  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 61 km/h",50.9775882030774,6.85082852661074
"A1","undefined--vi-avl.2025-05-27_11-34-14-000.f_017.de0","51.001078198375836,6.900957937915355,51.03744273585875,6.987579962706043","51.001078198375836,6.900957937915355","WARNING","A1 | Köln-Nord - Leverkusen"," Euskirchen -> Dortmund",15,"STATIONARY_TRAFFIC","22.899999618530273",2025-05-27,"Beginn: 27.05.25 um 11:34 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 11:34 A1: Euskirchen -> Dortmund, zwischen 0.8 km hinter AK Köln-Nord und 1.5 km vor AK Leverkusen  Im Stillstand Reisezeitverlust: 15 Minuten Durchschnittsgeschwindigkeit: 22 km/h",51.0010781983758,6.90095793791536
"A1","undefined--vi-avl.2025-05-27_14-42-57-000.f_008.de0","51.001078198375836,6.900957937915355,51.001078198375836,6.900957937915355","51.001078198375836,6.900957937915355","WARNING","A1 | Köln-Niehl - Köln-Niehl"," Köln -> Dortmund",NA,"STATIONARY_TRAFFIC","23",2025-05-27,"Beginn: 27.05.25 um 14:45 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:45 A1: Köln -> Dortmund, 3.9 km vor AS Köln-Niehl, aus Richtung Köln-Nord  Im Stillstand Durchschnittsgeschwindigkeit: 23 km/h",51.0010781983758,6.90095793791536
"A1","undefined--vi-zus.2025-05-27_12-35-32-000.f_012.de0","51.27292464859031,7.255797519457309,51.30223850133296,7.262863008942741","51.27292464859031,7.255797519457309","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",1,"SLOW_TRAFFIC","58.599998474121094",2025-05-27,"Beginn: 27.05.25 um 12:35 Uhr  Zusammengesetzte Verkehrsinformation, seit 27.05.2025, 12:35 A1: Köln -> Dortmund, zwischen 0.9 km hinter Kucksiepen und 1.5 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 58 km/h",51.2729246485903,7.25579751945731
"A1","undefined--vi-avl.2025-05-27_14-01-17-000.f_003.de0","51.47977168323604,7.610547967117042,51.51832313319731,7.656421878894722","51.47977168323604,7.610547967117042","WARNING","A1 | Lichtendorf - Dortmund/Unna"," Köln -> Münster",6,"QUEUING_TRAFFIC","33.900001525878906",2025-05-27,"Beginn: 27.05.25 um 14:01 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:01 A1: Köln -> Münster, zwischen 1.6 km hinter Lichtendorf und 0.5 km vor AK Dortmund/Unna  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 33 km/h",51.479771683236,7.61054796711704
"A1","undefined--vi-avl.2025-05-27_14-45-46-000.f_030.de0","51.524579091942,7.65884116557556,51.540254742339805,7.662259164030596","51.524579091942,7.65884116557556","WARNING","A1 | Dortmund/Unna - Kamen-Zentrum"," Dortmund -> Münster",0,"SLOW_TRAFFIC","54.900001525878906",2025-05-27,"Beginn: 27.05.25 um 14:45 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:45 A1: Dortmund -> Münster, zwischen 0.3 km hinter AK Dortmund/Unna und 4.0 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 54 km/h",51.524579091942,7.65884116557556
"A1","undefined--vi-avl.2025-05-27_14-45-46-000.f_023.de0","51.47979181432108,7.61059569234154,51.47979181432108,7.61059569234154","51.47979181432108,7.61059569234154","WARNING","A1 | Dortmund/Unna - Dortmund/Unna"," Dortmund -> Münster",NA,"QUEUING_TRAFFIC","23",2025-05-27,"Beginn: 27.05.25 um 14:45 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:45 A1: Dortmund -> Münster, 6.0 km vor AK Dortmund/Unna, aus Richtung Lichtendorf  Stockender Verkehr Durchschnittsgeschwindigkeit: 23 km/h",51.4797918143211,7.61059569234154
"A1","undefined--vi-avl.2025-05-27_06-44-39-000.f_012.de0","53.017237297972905,8.769495573217796,53.03088095013974,8.863227881060169","53.017237297972905,8.769495573217796","WARNING","A1 | Stuhr - Bremen-Hemelingen"," Osnabrück -> Bremen",3,"SLOW_TRAFFIC","62.599998474121094",2025-05-27,"Beginn: 27.05.25 um 06:44 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 06:44 A1: Osnabrück -> Bremen, zwischen 4.7 km hinter AD Stuhr und 1.8 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 62 km/h",53.0172372979729,8.7694955732178
"A1","undefined--vi-avl.2025-05-27_12-34-20-000.f_016.de0","53.054783816740056,9.059577964586888,53.054783816740056,9.059577964586888","53.054783816740056,9.059577964586888","WARNING","A1 | Oyten - Oyten"," Hamburg -> Bremen",NA,"STATIONARY_TRAFFIC","18",2025-05-27,"Beginn: 27.05.25 um 14:45 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 14:45 A1: Hamburg -> Bremen, 2.0 km vor AS Oyten, aus Richtung Tuchten  Im Stillstand Durchschnittsgeschwindigkeit: 18 km/h",53.0547838167401,9.05957796458689
"A1","undefined--vi-avl.2025-05-27_05-46-00-000.f_011.de0","53.054801911695485,9.05975446435134,53.031460453437994,8.864211532227444","53.054801911695485,9.05975446435134","WARNING","A1 | Tuchten - Bremen-Arsten"," Hamburg -> Osnabrück",40,"STATIONARY_TRAFFIC","18.200000762939453",2025-05-27,"Beginn: 27.05.25 um 05:46 Uhr  Angespannte Verkehrslage, seit 27.05.2025, 05:46 A1: Hamburg -> Osnabrück, zwischen 4.7 km hinter Tuchten und 0.4 km vor AS Bremen-Arsten  Im Stillstand Reisezeitverlust: 40 Minuten Durchschnittsgeschwindigkeit: 18 km/h",53.0548019116955,9.05975446435134
"A1","undefined--vi-zus.2025-05-27_13-26-50-000.f.de0","53.26290089727687,9.442053003693763,53.289083449382076,9.495122699540829","53.26290089727687,9.442053003693763","WARNING","A1 | Hatzte - Sittensen"," Bremen -> Hamburg",10,"STATIONARY_TRAFFIC","21.799999237060547",2025-05-27,"Beginn: 27.05.25 um 13:26 Uhr  Zusammengesetzte Verkehrsinformation, seit 27.05.2025, 13:26 A1: Bremen -> Hamburg, zwischen 1.2 km hinter Hatzte und 0.9 km vor AS Sittensen  Im Stillstand Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 21 km/h",53.2629008972769,9.44205300369376
"A1","undefined--vi-zus.2025-05-27_12-12-04-000.f_009.de0","53.28599094792877,9.48331869947819,53.290966884138555,9.503113061034604","53.28599094792877,9.48331869947819","WARNING","A1 | Hatzte - Sittensen"," Bremen -> Hamburg",NA,NA,NA,2025-05-27,"Beginn: 27.05.25 um 12:12 Uhr  Zusammengesetzte Verkehrsinformation, seit 27.05.2025, 12:12 A1: Bremen -> Hamburg, zwischen 5.0 km hinter Hatzte und 0.3 km vor AS Sittensen  Gefahr durch ein defektes Fahrzeugs auf der Fahrbahn  A1 Bremen Richtung Hamburg zwischen Elsdorf und Sittensen Gefahr durch brennendes Fahrzeug auf dem Standstreifen, Sichtbehinderung durch Rauch, linker Fahrstreifen wieder befahrbar, mittlerer Fahrstreifen wieder befahrbar",53.2859909479288,9.48331869947819
