"road","identifier","extent","point","display_type","title","subtitle","delay_minutes","abnormalTrafficType","averageSpeed","startTimestamp","description","latitude","longitude"
"A1","undefined--vi-avl.2025-05-20_11-40-10-000.f_004.de0","51.01772145420475,6.928116491149038,51.01772145420475,6.928116491149038","51.01772145420475,6.928116491149038","WARNING","A1 | Köln-Nord - Köln-Nord"," Köln -> Euskirchen",NA,"QUEUING_TRAFFIC","29",2025-05-20,"Beginn: 20.05.25 um 11:47 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:47 A1: Köln -> Euskirchen, 3.5 km vor AK Köln-Nord, aus Richtung Köln-Niehl  Stockender Verkehr Durchschnittsgeschwindigkeit: 29 km/h",51.0177214542047,6.92811649114904
"A1","undefined--vi-avl.2025-05-20_08-14-40-000.f_009.de0","51.01768399503561,6.928019154433894,51.000796889173756,6.90001362295676","51.01768399503561,6.928019154433894","WARNING","A1 | Köln-Niehl - Köln-Nord"," Dortmund -> Euskirchen",2,"QUEUING_TRAFFIC","38",2025-05-20,"Beginn: 20.05.25 um 08:14 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 08:14 A1: Dortmund -> Euskirchen, zwischen 1.3 km hinter AS Köln-Niehl und 0.8 km vor AK Köln-Nord  Stockender Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 38 km/h",51.0176839950356,6.92801915443389
"A1","undefined--vi-zus.2025-05-20_10-25-47-000.f_005.de0","51.275909419033084,7.259356665288018,51.30014832133941,7.2624941730635095","51.275909419033084,7.259356665288018","WARNING","A1 | Kucksiepen - Wuppertal-Nord"," Köln -> Dortmund",0,"SLOW_TRAFFIC","59.599998474121094",2025-05-20,"Beginn: 20.05.25 um 10:25 Uhr  Zusammengesetzte Verkehrsinformation, seit 20.05.2025, 10:25 A1: Köln -> Dortmund, zwischen 1.4 km hinter Kucksiepen und 1.7 km vor AK Wuppertal-Nord  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 59 km/h",51.2759094190331,7.25935666528802
"A1","undefined--vi-avl.2025-05-20_11-20-13-000.f_012.de0","51.495819770797134,7.636604856337988,51.540254742339805,7.662259164030596","51.495819770797134,7.636604856337988","WARNING","A1 | Lichtendorf - Kamen-Zentrum"," Köln -> Münster",3,"SLOW_TRAFFIC","48.400001525878906",2025-05-20,"Beginn: 20.05.25 um 11:20 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:20 A1: Köln -> Münster, zwischen 4.2 km hinter Lichtendorf und 4.0 km vor AS Kamen-Zentrum  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 48 km/h",51.4958197707971,7.63660485633799
"A1","undefined--vi-avl.2025-05-20_07-35-42-000.f_068.de0","53.02358456180761,8.809381733303995,53.031504781587834,8.864695129206552","53.02358456180761,8.809381733303995","WARNING","A1 | Bremen/Brinkum - Bremen-Hemelingen"," Osnabrück -> Bremen",1,"SLOW_TRAFFIC","66.80000305175781",2025-05-20,"Beginn: 20.05.25 um 07:35 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 07:35 A1: Osnabrück -> Bremen, zwischen 0.5 km hinter AS Bremen/Brinkum und 1.7 km vor AS Bremen-Hemelingen  Langsamer Verkehr Reisezeitverlust: 1 Minuten Durchschnittsgeschwindigkeit: 66 km/h",53.0235845618076,8.809381733304
"A1","undefined--vi-avl.2025-05-20_06-06-30-000.f_001.de0","53.02775080092316,8.937672699999975,53.03184767902425,8.865127051627695","53.02775080092316,8.937672699999975","WARNING","A1 | Mahndorfer Marsch - Bremen-Arsten"," Bremen -> Osnabrück",5,"SLOW_TRAFFIC","40.099998474121094",2025-05-20,"Beginn: 20.05.25 um 06:06 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 06:06 A1: Bremen -> Osnabrück, zwischen 0.5 km hinter Mahndorfer Marsch und 0.5 km vor AS Bremen-Arsten  Langsamer Verkehr Reisezeitverlust: 5 Minuten Durchschnittsgeschwindigkeit: 40 km/h",53.0277508009232,8.93767269999998
"A1","undefined--vi-avl.2025-05-20_06-06-30-000.f_004.de0","53.052592593972776,9.030588686165181,53.029007714202805,8.955464841842147","53.052592593972776,9.030588686165181","WARNING","A1 | Oyten - Mahndorfer Marsch"," Hamburg -> Osnabrück",2,"SLOW_TRAFFIC","65.80000305175781",2025-05-20,"Beginn: 20.05.25 um 06:06 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 06:06 A1: Hamburg -> Osnabrück, zwischen AS Oyten und 0.7 km vor Mahndorfer Marsch  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 65 km/h",53.0525925939728,9.03058868616518
"A1","undefined--vi-zus.2025-05-20_09-58-17-000.f.de0","53.51967099884804,10.121939705372345,53.50944327887909,10.057038435332435","53.51967099884804,10.121939705372345","WARNING","A1 | Hamburg-Billstedt - Hamburg-Norderelbe"," Lübeck -> Hamburg",3,"SLOW_TRAFFIC","44.20000076293945",2025-05-20,"Beginn: 20.05.25 um 09:58 Uhr  Zusammengesetzte Verkehrsinformation, seit 20.05.2025, 09:58 A1: Lübeck -> Hamburg, zwischen 1.1 km hinter AS Hamburg-Billstedt und 1.4 km vor AK Hamburg-Norderelbe  Langsamer Verkehr Reisezeitverlust: 3 Minuten Durchschnittsgeschwindigkeit: 44 km/h",53.519670998848,10.1219397053723
"A1","undefined--vi-avl.2025-05-20_09-04-23-000.f_005.de0","53.87205993740542,10.645290621710929,53.90401639432576,10.684691113611533","53.87205993740542,10.645290621710929","WARNING","A1 | Lübeck-Moisling - Bad Schwartau"," Hamburg -> Fehmarn",14,"STATIONARY_TRAFFIC","15.600000381469727",2025-05-20,"Beginn: 20.05.25 um 09:04 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 09:04 A1: Hamburg -> Fehmarn, zwischen 1.8 km hinter AS Lübeck-Moisling und 0.4 km vor AS Bad Schwartau  Im Stillstand Reisezeitverlust: 14 Minuten Durchschnittsgeschwindigkeit: 15 km/h",53.8720599374054,10.6452906217109
"A1","undefined--vi-avl.2025-05-20_09-05-12-000.f_022.de0","53.87207045363862,10.64531528622512,53.87207045363862,10.64531528622512","53.87207045363862,10.64531528622512","WARNING","A1 | Lübeck-Zentrum - Lübeck-Zentrum"," Lübeck -> Fehmarn",NA,"STATIONARY_TRAFFIC","16",2025-05-20,"Beginn: 20.05.25 um 11:47 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:47 A1: Lübeck -> Fehmarn, 1.6 km vor AS Lübeck-Zentrum, aus Richtung Lübeck-Moisling  Im Stillstand Durchschnittsgeschwindigkeit: 16 km/h",53.8720704536386,10.6453152862251
"A2","undefined--vi-avl.2025-05-20_10-51-56-000.f_003.de0","51.55589850446432,6.928758365274923,51.54066361978238,6.885680717743516","51.55589850446432,6.928758365274923","WARNING","A2 | Gladbeck-Ellinghorst - Schwarze Heide"," Dortmund -> Oberhausen",2,"SLOW_TRAFFIC","45.70000076293945",2025-05-20,"Beginn: 20.05.25 um 10:51 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 10:51 A2: Dortmund -> Oberhausen, zwischen 2.6 km hinter AS Gladbeck-Ellinghorst und 0.1 km vor Schwarze Heide  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 45 km/h",51.5558985044643,6.92875836527492
"A2","undefined--vi-avl.2025-05-20_10-51-56-000.f_004.de0","51.55431051931426,6.953839189322673,51.55691039314014,6.938721426056503","51.55431051931426,6.953839189322673","WARNING","A2 | Gladbeck-Ellinghorst - Bottrop"," Dortmund -> Oberhausen",0,"SLOW_TRAFFIC","67.5999984741211",2025-05-20,"Beginn: 20.05.25 um 10:51 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 10:51 A2: Dortmund -> Oberhausen, zwischen 0.8 km hinter AS Gladbeck-Ellinghorst und 0.9 km vor AD Bottrop  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 67 km/h",51.5543105193143,6.95383918932267
"A2","undefined--vi-avl.2025-05-20_10-45-52-000.f_002.de0","52.21753498334095,9.162593712188999,52.22107202041292,9.097339471326265","52.21753498334095,9.162593712188999","WARNING","A2 | Bernser Kirchweg - Papenbrink"," Hannover -> Dortmund",2,"SLOW_TRAFFIC","58",2025-05-20,"Beginn: 20.05.25 um 10:45 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 10:45 A2: Hannover -> Dortmund, zwischen 0.3 km hinter Bernser Kirchweg und 3.0 km vor Papenbrink  Langsamer Verkehr Reisezeitverlust: 2 Minuten Durchschnittsgeschwindigkeit: 58 km/h",52.2175349833409,9.162593712189
"A2","undefined--vi-avl.2025-05-20_11-44-34-000.f_003.de0","52.22206475546585,9.213394123437801,52.21813688137458,9.193613928575699","52.22206475546585,9.213394123437801","WARNING","A2 | Auetal Nord - Bernser Kirchweg"," Hannover -> Dortmund",0,"SLOW_TRAFFIC","65.9000015258789",2025-05-20,"Beginn: 20.05.25 um 11:44 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:44 A2: Hannover -> Dortmund, zwischen 0.9 km hinter Auetal Nord und 1.9 km vor Bernser Kirchweg  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 65 km/h",52.2220647554659,9.2133941234378
"A2","undefined--vi-zus.2025-05-20_09-47-42-000.f_001.de0","52.42713719251503,9.762405367303723,52.42751390092745,9.741876200000277","52.42713719251503,9.762405367303723","WARNING","A2 | Hannover-Bothfeld - Hannover/Langenhagen"," Hannover -> Dortmund",NA,NA,NA,2025-05-20,"Beginn: 20.05.25 um 09:47 Uhr  Zusammengesetzte Verkehrsinformation, seit 20.05.2025, 09:47 A2: Hannover -> Dortmund, zwischen 0.9 km hinter AS Hannover-Bothfeld und 0.6 km vor AS Hannover/Langenhagen  A2 Hannover Richtung Dortmund zwischen Hannover-Bothfeld und Hannover-Langenhagen rechter Fahrstreifen gesperrt, Unfallaufnahme, Unfall mit LKW",52.427137192515,9.76240536730372
"A2","undefined--vi-avl.2025-05-20_11-47-02-000.f_003.de0","52.200904304583304,11.225978931344638,52.200904304583304,11.225978931344638","52.200904304583304,11.225978931344638","WARNING","A2 | Alleringersleben - Alleringersleben"," Magdeburg -> Braunschweig",NA,"SLOW_TRAFFIC","25",2025-05-20,"Beginn: 20.05.25 um 11:47 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:47 A2: Magdeburg -> Braunschweig, 6.4 km vor AS Alleringersleben, aus Richtung Lorkberg  Langsamer Verkehr Durchschnittsgeschwindigkeit: 25 km/h",52.2009043045833,11.2259789313446
"A2","undefined--vi-avl.2025-05-20_11-47-02-000.f_014.de0","52.200904304583304,11.225978931344638,52.20153592086802,11.212904894724856","52.200904304583304,11.225978931344638","WARNING","A2 | Lorkberg - Alleringersleben"," Magdeburg -> Braunschweig",0,"SLOW_TRAFFIC","42.29999923706055",2025-05-20,"Beginn: 20.05.25 um 11:47 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:47 A2: Magdeburg -> Braunschweig, zwischen 1.4 km hinter Lorkberg und 5.5 km vor AS Alleringersleben  Langsamer Verkehr Reisezeitverlust: 0 Minuten Durchschnittsgeschwindigkeit: 42 km/h",52.2009043045833,11.2259789313446
"A2","undefined--vi-avl.2025-05-20_08-32-12-000.f_025.de0","52.18757673506435,11.399826855823282,52.18757673506435,11.399826855823282","52.18757673506435,11.399826855823282","WARNING","A2 | Bornstedt - Bornstedt"," Magdeburg -> Braunschweig",NA,"STATIONARY_TRAFFIC","13",2025-05-20,"Beginn: 20.05.25 um 11:47 Uhr  Angespannte Verkehrslage, seit 20.05.2025, 11:47 A2: Magdeburg -> Braunschweig, 2.5 km vor AS Bornstedt, aus Richtung Börde  Im Stillstand Durchschnittsgeschwindigkeit: 13 km/h",52.1875767350643,11.3998268558233
